-0.635742;0.085693;-0.035437
-0.635247;0.090309;-0.032757
-0.597298;-0.060974;-0.181698
-0.598245;-0.057713;-0.179635
-0.340729;-0.159476;-0.136432
-0.341344;-0.158621;-0.135889
0.099074;0.160519;-0.002198
0.099525;0.160237;-0.00237
-0.379075;0.051681;-0.134686
-0.379126;0.052404;-0.134263
-0.071033;0.129506;-0.195876
-0.071023;0.129618;-0.195806
0.167065;0.219863;-0.164738
0.1671;0.219843;-0.164729
0.093617;-0.003242;-0.07768
0.093615;-0.003235;-0.077683
0.111093;0.059053;-0.125768
0.111768;0.057766;-0.125768
0.111771;0.05783;-0.125736
0.135577;0.242547;-0.070454
0.135527;0.242607;-0.070344
0.079786;0.121155;-0.041376
0.07979;0.121164;-0.041344
-0.134517;0.051068;-0.04973
-0.134522;0.051055;-0.049732
0.151552;0.064489;-0.112668
0.151553;0.064632;-0.112584
0.345805;0.044925;-0.08774
0.345813;0.045361;-0.087484
0.311828;0.045473;-0.112305
0.311857;0.045967;-0.112023
0.228977;0.253229;-0.15747
0.22873;0.253705;-0.157061
0.208416;0.298976;-0.19935
0.208458;0.298946;-0.19935
0.208148;0.299535;-0.198791
0.214404;0.381434;0.005293
0.214169;0.381561;0.005651
-0.169056;0.078186;0.151182
-0.169146;0.078046;0.151154
0.112958;-0.111743;0.023943
0.113016;-0.11168;0.023963
0.14864;-0.04478;-0.031258
0.148647;-0.044757;-0.031255
-0.177002;0.080819;-0.104288
-0.176998;0.080875;-0.10425
-0.215479;0.096163;-0.095906
-0.215486;0.096135;-0.095919
0.245822;-0.052853;-0.001176
0.2459;-0.05249;-0.000951
0.635631;-0.229002;-0.032326
0.635963;-0.228154;-0.031785
0.171151;-0.031704;-0.158791
0.170712;-0.033986;-0.158791
0.170782;-0.033747;-0.158767
-0.222098;0.842726;-0.110893
-0.222421;0.842802;-0.10966
-0.015492;0.516114;-0.197832
-0.015592;0.516284;-0.197379
0.008106;0.008503;-0.055109
0.008134;0.008561;-0.055096
0.442949;0.159304;-0.076291
0.44274;0.160194;-0.075638
0.385863;0.238066;-0.082238
0.385612;0.238655;-0.081708
0.067269;0.194015;-0.06315
0.067072;0.19413;-0.063005
0.216002;-0.086249;-0.11867
0.216265;-0.085869;-0.118467
0.356421;-0.147932;-0.104681
0.357046;-0.146864;-0.104051
0.590668;-0.047456;-0.152681
0.590382;-0.050892;-0.152681
0.591229;-0.047334;-0.15053
0.946744;-0.009915;-0.133349
0.946919;-0.0081;-0.132229
-0.323017;-0.192835;-0.252088
-0.322748;-0.193116;-0.252216
-0.141336;-0.002675;-0.080196
-0.141301;-0.002774;-0.080254
0.098569;0.036657;-0.085333
0.098575;0.03669;-0.085312
-0.01741;-0.052743;-0.095501
-0.017424;-0.052768;-0.095484
-0.2976;-0.271543;-0.164053
-0.29756;-0.271607;-0.164018
0.14559;-0.013943;-0.083862
0.14559;-0.013946;-0.083861
-0.05421;0.125188;-0.063774
-0.054199;0.125199;-0.063761
-0.117932;0.131146;-0.110793
-0.117895;0.131179;-0.110793
-0.117896;0.131183;-0.110788
0.098526;0.010406;-0.078611
0.098537;0.010443;-0.078592
0.214371;0.086006;-0.046537
0.214361;0.086052;-0.046494
-0.042168;0.201366;-0.123051
-0.042203;0.201389;-0.123001
0.105691;0.105675;-0.058119
0.105672;0.105712;-0.058085
0.069243;-0.033758;-0.029892
0.069249;-0.03375;-0.029889
-0.051467;-0.058979;-0.108762
-0.051442;-0.058967;-0.108779
0.081993;0.191431;-0.064935
0.081936;0.191489;-0.064833
0.128761;0.262017;-0.083077
0.127825;0.262475;-0.083077
0.127756;0.262554;-0.082931
0.040483;0.151786;-0.02708
0.040488;0.151785;-0.027074
-0.187218;-0.2524;-0.026401
-0.187207;-0.252405;-0.026431
0.069482;0.08604;-0.13571
0.069483;0.085983;-0.135745
-0.66902;0.055966;-0.045399
-0.668976;0.057016;-0.044732
-0.320363;0.15138;-0.096311
-0.320261;0.151751;-0.096065
-0.089746;-0.048668;0.059329
-0.089766;-0.048493;0.059441
-0.42766;-0.241221;-0.099424
-0.428269;-0.240355;-0.098894
-0.317838;0.130432;-0.148746
-0.317765;0.131115;-0.148301
-0.2361;0.30657;-0.073156
-0.239018;0.304301;-0.073156
-0.238388;0.304911;-0.072666
-0.424611;0.037155;-0.074979
-0.424622;0.037624;-0.074682
0.113054;-0.015992;-0.025627
0.113034;-0.016061;-0.025672
0.01131;-0.07636;-0.038343
0.011346;-0.07635;-0.038353
0.568118;0.15728;-0.041936
0.567977;0.157907;-0.041482
0.406177;0.22212;-0.164365
0.406035;0.222715;-0.163908
0.196062;0.262511;-0.244406
0.195922;0.26303;-0.24396
0.168143;0.403404;-0.117308
0.167636;0.40379;-0.116703
0.267597;0.219013;-0.100749
0.267392;0.219406;-0.100437
0.21978;-0.215497;-0.069441
0.224722;-0.210338;-0.069441
0.224976;-0.21012;-0.06928
0.115313;-0.298386;-0.027202
0.115488;-0.298325;-0.027127
-0.029118;-0.076093;-0.012995
-0.029093;-0.076103;-0.012994
-0.031113;-0.021653;-0.106076
-0.031089;-0.021696;-0.106074
0.016737;-0.282434;-0.016517
0.016755;-0.282454;-0.016152
-0.108396;-0.69107;-0.058971
-0.108745;-0.691141;-0.057471
-0.207057;-0.613386;-0.113865
-0.207798;-0.613388;-0.112497
-0.290533;-0.320109;-0.085163
-0.290791;-0.31999;-0.084727
-0.055953;0.082441;-0.041175
-0.055931;0.082443;-0.041201
0.001998;0.051743;-0.186452
0.000858;0.051775;-0.186452
0.000822;0.05164;-0.186489
-0.123838;-0.285265;-0.059517
-0.124021;-0.285239;-0.059259
-0.108032;-0.197168;-0.038555
-0.108103;-0.197138;-0.038513
-0.034839;0.323076;-0.085253
-0.034751;0.323109;-0.085165
-0.056506;0.375154;-0.167945
-0.056495;0.375183;-0.167885
0.133824;0.006407;-0.073842
0.133827;0.006439;-0.073834
0.072372;0.207574;-0.059665
0.072397;0.207607;-0.05952
-0.11779;0.399666;-0.102451
-0.117692;0.399818;-0.101968
-0.082524;0.411711;-0.234252
-0.088387;0.410492;-0.234252
-0.088333;0.410633;-0.234026
-0.024543;-0.100364;-0.258739
-0.024508;-0.100321;-0.258759
0.202578;-0.130959;0.005134
0.202745;-0.130698;0.005221
